Student ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1686;1;1;5;5;1;1;1;3;3;3;3;1;0;0;1;1;0;22;0;0;6;6;6;14.666666666666666;0;0;6;6;6;15.0;0;9.4;-0.8;-3.12;Graduate
1687;1;8;3;6;1;1;1;23;1;10;10;1;0;0;1;1;0;21;0;0;5;11;0;0.0;0;0;5;10;5;12.285714285714286;1;10.8;1.4;1.74;Graduate
1688;1;4;1;13;1;3;1;3;3;3;3;0;0;1;0;1;0;38;0;0;7;8;3;12.666666666666666;0;0;5;5;0;0.0;0;13.9;-0.3;0.79;Dropout
1689;1;1;1;2;1;1;1;13;1;10;10;1;0;0;1;1;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;10.8;1.4;1.74;Enrolled
1690;1;14;4;2;1;1;1;22;27;10;10;1;0;0;1;1;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Dropout
1691;1;4;1;7;1;1;1;19;24;1;1;0;0;0;1;1;0;24;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;7.6;2.6;0.32;Dropout
1692;1;9;3;5;1;1;1;1;27;5;8;1;0;0;0;1;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout
1693;1;1;1;12;1;1;1;22;28;10;10;1;0;0;1;1;1;19;0;0;7;7;7;13.7;0;0;8;9;8;14.022222222222222;0;16.2;0.3;-0.92;Graduate
1694;1;1;1;9;1;1;1;3;14;4;11;0;0;0;1;1;0;19;0;0;5;7;5;11.8;0;0;5;8;4;12.4;2;16.2;0.3;-0.92;Enrolled
1695;1;12;1;7;1;3;1;3;3;4;11;0;0;0;1;1;0;31;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;10.8;1.4;1.74;Dropout
1696;1;8;1;14;1;1;1;23;27;10;9;1;0;0;1;1;1;19;0;0;6;6;6;13.333333333333334;0;0;6;7;6;13.285714285714286;0;8.9;1.4;3.51;Graduate
1697;1;8;1;5;1;1;1;13;28;5;6;1;0;0;1;1;0;22;0;0;6;7;5;11.4;0;0;6;6;6;12.166666666666666;0;7.6;2.6;0.32;Graduate
1698;1;12;1;6;1;1;1;19;1;1;3;0;0;0;1;1;0;25;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1699;1;1;1;12;1;1;1;1;1;6;6;1;0;0;1;1;0;18;0;0;7;7;7;16.142857142857142;0;0;8;9;0;0.0;0;16.2;0.3;-0.92;Dropout
1700;1;4;1;12;1;3;1;22;27;12;12;1;0;0;1;1;0;30;0;0;8;8;0;0.0;8;0;8;8;0;0.0;8;9.4;-0.8;-3.12;Dropout
1701;1;1;1;12;1;1;1;23;27;10;10;0;0;0;1;1;1;18;0;0;8;8;8;15.63375;0;0;8;8;8;15.63375;0;9.4;-0.8;-3.12;Graduate
1702;1;1;1;15;1;1;1;1;1;6;6;1;0;0;1;1;0;18;0;0;6;6;6;13.666666666666666;0;0;6;6;6;14.5;0;12.7;3.7;-1.7;Graduate
1703;1;8;6;15;1;1;1;19;24;1;1;0;0;0;1;1;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32;Dropout
1704;1;1;1;10;1;1;1;23;28;8;8;1;0;0;1;1;0;18;0;0;6;8;6;12.5;0;0;6;7;6;11.5;0;10.8;1.4;1.74;Graduate
1705;1;12;1;14;1;1;1;1;14;5;10;0;0;0;1;1;1;25;0;0;6;8;6;12.285714285714286;0;0;6;6;6;13.0;0;15.5;2.8;-4.06;Graduate
1706;1;1;1;7;1;1;1;3;1;5;2;0;0;0;1;1;0;18;0;0;5;10;2;14.0;0;0;5;7;3;11.0;1;7.6;2.6;0.32;Enrolled
1707;1;1;5;2;1;1;1;1;1;5;5;0;0;0;1;1;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Dropout
1708;1;1;4;9;1;1;1;1;28;9;10;1;0;0;1;1;0;19;0;0;5;5;4;10.75;0;0;5;6;4;12.25;0;12.4;0.5;1.79;Enrolled
1709;1;12;1;13;1;12;1;13;1;8;11;0;0;0;1;1;0;25;0;0;7;14;4;12.95;1;0;7;11;4;13.125;1;15.5;2.8;-4.06;Dropout
1710;1;1;3;12;1;1;1;22;28;10;6;1;0;0;1;0;0;19;0;0;7;7;6;12.45;0;0;7;7;6;12.45;0;7.6;2.6;0.32;Graduate
1711;1;15;1;17;0;14;1;22;27;10;10;0;0;0;1;0;0;31;0;2;6;12;4;12.25;0;3;7;9;7;12.0;0;9.4;-0.8;-3.12;Enrolled
1712;1;1;3;12;1;1;1;13;14;6;5;1;0;0;1;0;1;20;0;0;8;8;8;13.38125;0;0;8;8;8;13.38125;0;9.4;-0.8;-3.12;Graduate
1713;1;13;1;12;1;1;14;3;1;4;11;1;0;0;0;0;0;33;1;1;7;10;5;12.16;0;0;6;7;5;11.34;0;12.4;0.5;1.79;Dropout
1714;1;15;1;6;1;14;1;1;3;10;5;0;0;1;0;0;0;24;0;2;6;11;4;12.5;0;1;6;18;2;11.5;0;12.4;0.5;1.79;Enrolled
1715;1;8;4;10;1;1;1;13;27;10;10;1;0;0;1;0;1;18;0;0;6;8;6;12.75;0;0;6;10;6;12.166666666666666;0;12.7;3.7;-1.7;Graduate
1716;1;8;2;12;1;1;1;1;14;5;11;1;0;0;1;0;0;19;0;0;8;8;8;13.3425;0;0;8;8;8;13.3425;0;9.4;-0.8;-3.12;Graduate
1717;1;1;4;12;1;1;1;23;28;8;8;1;0;0;1;0;1;20;0;0;7;10;7;14.175;0;0;8;14;6;13.03125;0;15.5;2.8;-4.06;Graduate
1718;2;12;1;12;1;1;1;22;28;5;5;0;0;0;1;1;1;33;0;0;8;16;1;10.0;1;0;8;16;1;10.0;1;12.7;3.7;-1.7;Enrolled
1719;1;12;1;7;1;1;1;23;27;8;8;0;0;0;1;1;0;24;0;0;5;9;0;0.0;0;0;5;8;2;14.5;2;7.6;2.6;0.32;Dropout
1720;1;12;1;17;0;12;1;2;1;3;5;0;0;0;1;1;0;24;0;0;5;7;0;0.0;0;0;5;7;0;0.0;0;16.2;0.3;-0.92;Dropout
1721;1;8;1;6;1;1;1;23;27;10;10;1;0;0;1;1;0;18;0;0;5;6;5;12.0;0;0;5;8;5;12.142857142857142;0;10.8;1.4;1.74;Graduate
1722;1;1;2;11;1;1;1;22;27;10;10;1;0;0;1;0;1;18;0;0;6;8;6;10.571428571428571;0;0;6;9;5;11.4;0;16.2;0.3;-0.92;Graduate
1723;1;16;1;6;1;1;1;3;3;3;9;1;0;0;1;0;0;22;0;4;12;19;11;14.153846153846152;0;5;12;20;12;15.428571428571429;0;8.9;1.4;3.51;Graduate
1724;1;1;1;15;1;1;1;2;1;10;10;1;1;0;1;0;1;18;0;0;6;9;6;11.166666666666666;0;0;6;11;5;12.4;0;10.8;1.4;1.74;Graduate
1725;1;1;1;2;1;1;1;13;14;4;11;1;0;0;1;0;0;21;0;13;17;20;17;12.0;0;14;17;18;17;12.666666666666666;0;11.1;0.6;2.02;Graduate
1726;2;12;1;17;0;1;1;22;27;6;2;1;0;0;1;0;0;38;0;0;5;11;3;11.333333333333334;0;0;5;9;4;12.0;0;9.4;-0.8;-3.12;Dropout
1727;1;14;1;10;1;1;1;19;24;13;13;0;0;0;1;0;1;29;0;9;16;17;16;12.588235294117649;0;10;13;14;13;13.357142857142858;0;9.4;-0.8;-3.12;Graduate
1728;1;15;1;8;1;14;1;23;27;5;10;1;0;0;1;0;1;20;0;0;6;11;4;12.0;0;0;6;9;4;10.75;0;16.2;0.3;-0.92;Enrolled
1729;1;8;1;11;1;1;1;23;27;5;10;1;0;0;0;0;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout
1730;2;14;1;17;0;1;1;22;27;10;10;0;0;0;1;1;0;37;0;7;12;13;12;12.25;0;8;13;13;13;12.846153846153848;0;9.4;-0.8;-3.12;Graduate
1731;1;1;3;9;1;1;1;3;3;6;11;0;0;0;1;1;0;20;0;0;5;7;5;11.6;0;0;5;5;5;12.8;0;12.4;0.5;1.79;Graduate
1732;1;1;1;8;1;1;1;13;14;12;9;1;0;0;0;1;0;20;0;0;5;7;4;13.0;0;0;5;11;3;12.0;2;10.8;1.4;1.74;Dropout
1733;2;12;1;7;1;1;1;22;28;10;11;0;0;1;1;1;0;40;0;0;5;11;3;10.666666666666666;0;0;5;5;2;12.5;0;16.2;0.3;-0.92;Dropout
1734;2;12;1;3;0;1;1;22;3;10;11;0;0;0;1;1;0;44;0;5;11;21;9;12.333333333333334;0;8;11;16;9;11.0;0;12.4;0.5;1.79;Enrolled
1735;1;1;1;9;1;1;1;1;1;10;10;0;0;0;0;1;0;21;0;0;5;7;2;11.0;0;0;5;9;3;11.428571428571429;0;10.8;1.4;1.74;Dropout
1736;1;15;1;5;1;14;1;2;14;4;9;0;0;0;1;1;0;21;0;2;7;10;6;13.428571428571429;0;5;9;9;8;13.125;0;16.2;0.3;-0.92;Graduate
1737;1;1;6;12;1;1;1;3;1;3;2;1;0;0;1;1;0;18;0;0;8;10;8;13.05375;2;0;8;10;8;13.05375;2;9.4;-0.8;-3.12;Graduate
1738;1;1;5;12;1;1;1;1;3;10;11;1;0;0;1;1;0;18;0;0;7;10;6;12.035714285714286;0;0;8;9;7;13.75;0;13.9;-0.3;0.79;Enrolled
1739;1;12;1;4;1;1;1;3;1;6;10;0;0;0;1;1;0;27;0;0;6;6;6;14.166666666666666;0;0;6;7;6;13.833333333333334;0;11.1;0.6;2.02;Graduate
1740;2;12;1;5;1;12;1;22;27;10;11;0;0;0;0;1;0;38;0;0;6;6;0;0.0;0;0;6;8;0;0.0;0;10.8;1.4;1.74;Dropout
1741;1;9;1;8;1;1;1;3;3;6;3;0;0;0;1;1;0;18;0;0;6;11;5;13.6;0;0;6;13;3;12.666666666666666;0;13.9;-0.3;0.79;Dropout
1742;1;8;4;11;1;1;1;1;1;5;3;1;0;0;1;1;0;19;0;0;6;7;5;12.2;0;0;6;12;2;12.0;0;7.6;2.6;0.32;Enrolled
1743;1;1;1;8;1;1;1;3;14;3;10;1;0;0;1;1;0;18;0;0;6;8;6;13.714285714285714;0;0;6;7;5;13.333333333333334;0;15.5;2.8;-4.06;Dropout
1744;1;14;1;15;1;1;1;1;1;10;7;0;0;1;0;1;0;19;0;0;6;10;3;11.666666666666666;0;0;6;11;2;10.0;0;16.2;0.3;-0.92;Dropout
1745;1;12;1;14;1;1;1;22;27;12;12;0;0;1;0;1;0;44;0;0;6;9;1;14.0;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;Dropout
1746;1;15;1;6;1;14;1;1;1;5;5;1;1;0;1;1;0;26;0;2;6;20;4;12.5;0;1;6;16;3;10.0;0;15.5;2.8;-4.06;Dropout
1747;1;14;1;8;1;1;1;13;1;10;5;0;0;1;0;1;0;24;0;0;6;11;5;11.833333333333334;0;0;6;11;4;11.5;0;15.5;2.8;-4.06;Dropout
1748;1;12;1;4;1;1;1;13;1;10;7;1;0;0;0;1;0;27;0;0;6;6;0;0.0;0;0;6;8;0;0.0;0;15.5;2.8;-4.06;Dropout
1749;1;12;1;4;1;1;1;1;1;10;5;0;0;1;0;1;0;27;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;Dropout
1750;1;14;1;5;1;1;1;23;28;8;8;1;0;0;1;1;0;25;0;11;17;18;13;11.538461538461538;0;10;15;15;10;12.4;0;12.7;3.7;-1.7;Dropout
1751;1;15;1;4;1;1;1;3;2;3;7;1;0;0;1;1;0;21;0;4;9;14;7;11.285714285714286;2;2;8;15;4;12.25;0;12.7;3.7;-1.7;Enrolled
1752;1;1;1;2;1;1;1;23;14;10;10;1;0;0;1;1;1;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Graduate
1753;1;8;2;5;1;1;1;24;29;4;4;1;0;0;1;1;0;20;0;0;6;7;5;11.8;0;0;6;9;4;12.0;0;15.5;2.8;-4.06;Enrolled
1754;1;15;1;7;1;14;1;13;3;6;3;0;0;0;1;1;0;20;0;0;5;16;0;0.0;0;0;5;12;2;10.5;0;12.7;3.7;-1.7;Enrolled
1755;1;8;5;7;1;1;1;3;1;3;10;1;0;1;0;1;0;20;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;8.9;1.4;3.51;Dropout
1756;1;1;1;7;1;1;1;1;1;4;4;0;0;0;0;1;1;18;0;0;5;5;5;14.2;0;0;5;5;5;14.2;0;8.9;1.4;3.51;Enrolled
1757;1;8;1;2;1;1;1;4;4;4;4;0;0;1;1;1;0;19;0;5;12;12;10;12.7;0;4;11;16;10;12.272727272727272;0;8.9;1.4;3.51;Enrolled
1758;1;15;1;8;1;14;1;1;27;5;9;1;0;0;0;0;0;22;0;1;6;10;3;12.666666666666666;0;0;6;7;0;0.0;0;15.5;2.8;-4.06;Dropout
1759;1;1;4;14;1;1;1;4;14;3;6;1;0;0;1;0;0;19;0;0;6;7;6;14.428571428571429;0;0;6;8;6;15.0;2;16.2;0.3;-0.92;Graduate
1760;1;1;4;12;1;1;1;1;1;5;8;1;0;0;1;0;1;18;0;0;7;7;7;13.117142857142856;0;0;8;9;7;12.6;0;11.1;0.6;2.02;Graduate
1761;1;1;2;10;1;1;1;13;14;29;36;1;0;1;1;0;0;20;0;0;6;7;6;12.666666666666666;0;0;6;7;6;11.833333333333334;0;8.9;1.4;3.51;Graduate
1762;1;8;1;2;1;1;14;1;1;6;8;1;0;0;1;0;1;18;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Dropout
1763;1;12;1;15;1;1;1;1;14;2;4;0;0;0;1;1;0;36;0;0;6;7;6;15.285714285714286;0;0;6;6;6;16.5;0;10.8;1.4;1.74;Graduate
1764;1;6;1;9;1;1;12;22;2;7;5;0;0;1;1;1;0;19;1;0;5;12;3;10.5;0;0;5;8;4;11.25;0;12.4;0.5;1.79;Graduate
1765;1;17;1;9;1;16;1;1;1;7;7;0;0;0;1;1;1;21;0;6;11;11;11;12.636363636363637;0;3;9;11;9;12.6;0;8.9;1.4;3.51;Graduate
1766;1;1;1;9;1;1;1;13;28;10;10;1;0;0;1;0;0;26;0;0;5;6;0;0.0;0;0;5;0;0;0.0;0;15.5;2.8;-4.06;Dropout
1767;1;12;1;4;1;1;14;1;1;10;10;0;0;1;0;0;0;29;1;3;9;9;3;14.333333333333334;0;1;7;8;1;14.0;0;15.5;2.8;-4.06;Dropout
1768;1;15;1;11;1;14;1;13;2;10;4;0;0;0;0;1;0;26;0;2;8;14;8;15.125;0;1;6;12;6;13.666666666666666;0;11.1;0.6;2.02;Enrolled
1769;1;4;1;12;1;3;1;3;14;3;7;0;0;0;1;1;0;27;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;12.4;0.5;1.79;Dropout
1770;1;16;1;9;1;1;1;3;3;3;3;0;0;1;1;1;0;32;0;2;7;16;3;12.0;0;3;8;10;3;10.333333333333334;0;8.9;1.4;3.51;Enrolled
1771;1;7;3;16;1;1;1;22;14;10;6;1;0;0;1;0;1;23;0;0;6;10;4;14.25;1;0;6;8;5;12.0;0;7.6;2.6;0.32;Enrolled
1772;1;12;1;9;1;1;14;23;28;10;9;0;0;0;1;0;0;24;1;0;5;12;2;10.5;0;0;5;9;4;10.0;2;16.2;0.3;-0.92;Enrolled
1773;1;1;2;15;1;1;1;1;1;10;10;1;0;0;1;0;1;19;0;0;6;7;6;13.5;0;0;6;7;6;14.428571428571429;0;16.2;0.3;-0.92;Graduate
1774;1;13;1;4;1;1;1;13;14;5;5;1;0;0;1;1;0;25;0;0;6;14;5;11.666666666666666;0;0;6;11;4;12.0;0;15.5;2.8;-4.06;Enrolled
1775;1;8;6;11;1;1;1;1;14;5;6;1;0;0;1;1;0;19;0;0;6;13;5;10.8;0;0;6;12;3;10.0;0;9.4;-0.8;-3.12;Enrolled
1776;1;1;3;15;1;1;1;1;3;1;1;0;0;0;0;1;0;20;0;0;4;4;0;0.0;0;0;4;8;0;0.0;0;10.8;1.4;1.74;Dropout
1777;2;1;1;11;1;1;1;13;28;5;8;0;0;0;1;1;0;33;0;3;9;11;9;12.8;0;2;7;9;7;11.428571428571429;0;12.7;3.7;-1.7;Graduate
1778;2;12;1;17;0;1;1;22;10;10;10;0;0;1;1;1;0;35;0;0;5;6;5;10.8;0;0;5;7;5;12.0;2;9.4;-0.8;-3.12;Dropout
1779;1;1;1;9;1;1;1;22;28;8;8;1;0;0;1;1;0;23;0;0;5;8;4;11.4;0;0;5;7;4;11.0;0;11.1;0.6;2.02;Graduate
1780;1;1;1;12;1;1;1;22;14;10;10;1;0;0;1;1;0;19;0;0;7;7;7;13.725714285714286;0;0;8;8;8;14.5;0;11.1;0.6;2.02;Graduate
1781;1;1;1;14;1;1;1;1;27;10;11;0;0;0;1;1;0;21;0;0;6;6;5;12.8;0;0;6;9;5;12.25;0;10.8;1.4;1.74;Enrolled
1782;1;1;5;5;1;1;1;1;14;4;4;1;0;0;1;1;1;21;0;0;6;6;6;13.5;0;0;6;6;6;11.166666666666666;0;11.1;0.6;2.02;Graduate
1783;1;12;1;12;1;1;1;22;27;4;8;0;0;0;1;1;0;27;0;0;8;8;7;15.57;0;0;8;8;7;15.57;0;10.8;1.4;1.74;Dropout
1784;1;8;3;9;1;1;1;3;28;15;36;1;0;1;1;1;0;19;0;0;5;10;4;11.0;0;0;5;13;2;12.0;0;8.9;1.4;3.51;Enrolled
1785;1;4;2;12;1;3;1;22;28;10;10;0;0;0;1;1;0;28;0;0;7;7;7;14.114285714285714;0;0;8;9;8;15.91111111111111;0;16.2;0.3;-0.92;Dropout
1786;1;14;1;9;1;1;1;22;28;8;8;0;0;0;1;1;0;25;0;0;5;12;3;11.0;1;0;5;12;4;11.5;0;9.4;-0.8;-3.12;Enrolled
1787;2;12;1;10;1;12;1;22;27;10;5;0;0;0;1;1;0;42;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
1788;1;4;1;17;0;3;1;22;27;10;10;0;0;0;1;1;0;27;0;0;5;6;4;13.5;0;0;5;6;4;13.75;0;7.6;2.6;0.32;Graduate
1789;1;1;1;5;1;1;1;3;3;1;2;1;0;0;1;1;0;23;0;0;6;9;4;11.25;1;0;6;10;0;0.0;4;7.6;2.6;0.32;Dropout
1790;1;8;3;11;1;1;1;13;1;5;5;1;0;0;1;1;1;18;0;0;6;7;6;12.142857142857142;0;0;6;8;6;11.333333333333334;0;8.9;1.4;3.51;Graduate
1791;2;12;1;12;1;1;1;22;27;10;5;0;0;0;1;1;0;26;0;0;8;8;7;13.075714285714286;0;0;8;8;7;13.075714285714286;0;10.8;1.4;1.74;Graduate
1792;1;1;4;9;1;1;1;3;1;4;11;0;0;0;1;1;0;18;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout
1793;1;12;1;17;0;1;1;3;5;3;3;0;0;1;1;1;0;29;0;1;5;9;3;11.0;0;0;5;11;2;13.5;0;12.7;3.7;-1.7;Dropout
1794;1;8;1;6;1;1;1;1;1;5;8;1;0;0;1;1;0;22;0;0;6;16;0;0.0;0;0;6;7;0;0.0;0;16.2;0.3;-0.92;Dropout
1795;1;14;1;12;1;1;1;13;27;27;42;1;0;0;1;0;0;21;0;0;7;12;4;13.125;0;0;7;8;6;12.333333333333334;0;13.9;-0.3;0.79;Enrolled
1796;1;1;3;12;1;1;1;23;28;8;10;1;0;0;1;0;1;19;0;0;8;8;7;13.512857142857142;0;0;8;8;7;13.512857142857142;0;10.8;1.4;1.74;Graduate
1797;1;1;1;10;1;1;1;23;27;10;8;1;0;0;1;0;1;18;0;0;6;7;6;12.833333333333334;0;0;6;6;6;12.166666666666666;0;10.8;1.4;1.74;Graduate
1798;1;1;3;6;1;1;1;23;1;10;10;1;0;0;1;0;1;18;0;0;5;8;3;15.0;2;0;5;9;3;11.666666666666666;0;9.4;-0.8;-3.12;Dropout
1799;1;12;1;4;1;12;1;22;28;5;10;0;0;1;0;0;0;40;0;0;6;12;5;12.8;0;0;6;16;3;13.333333333333334;0;11.1;0.6;2.02;Dropout
1800;1;8;3;11;1;1;12;23;3;10;4;1;0;1;0;0;0;20;1;0;6;14;3;12.333333333333334;0;0;6;16;0;0.0;0;10.8;1.4;1.74;Dropout
1801;1;1;3;12;1;1;1;3;1;5;2;1;0;0;1;1;0;18;0;0;8;15;5;12.288;1;0;8;15;5;12.288;1;10.8;1.4;1.74;Dropout
1802;1;14;2;3;0;3;1;19;24;1;1;0;0;0;1;1;0;31;0;8;12;21;12;12.333333333333334;0;6;10;13;7;13.285714285714286;2;7.6;2.6;0.32;Graduate
1803;1;1;2;9;1;1;1;1;1;10;10;0;0;0;1;1;1;18;0;0;5;9;4;11.5;0;0;5;5;5;12.8;0;12.4;0.5;1.79;Graduate
1804;1;14;2;14;1;1;1;13;1;5;5;1;0;0;1;1;0;22;0;4;6;6;6;11.833333333333334;0;0;6;11;4;11.142857142857142;0;10.8;1.4;1.74;Dropout
1805;1;16;1;9;1;12;1;13;14;10;6;0;0;1;0;1;0;38;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;8.9;1.4;3.51;Dropout
1806;1;14;1;17;0;3;1;3;1;3;10;0;0;0;1;1;0;33;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;12.7;3.7;-1.7;Dropout
1807;1;1;3;7;1;1;1;1;1;4;6;0;0;0;1;1;1;19;0;0;5;10;5;11.8;0;0;5;12;3;11.5;0;11.1;0.6;2.02;Enrolled
1808;1;8;1;14;1;1;1;3;3;2;2;0;0;0;1;1;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
1809;1;1;5;7;1;1;1;1;14;5;8;0;0;0;0;1;1;18;0;0;5;6;5;12.2;0;0;5;8;4;12.0;0;8.9;1.4;3.51;Enrolled
1810;1;16;1;17;0;1;1;1;1;6;4;1;0;0;1;1;0;27;0;2;6;6;6;12.333333333333334;0;0;5;5;5;13.0;0;11.1;0.6;2.02;Graduate
1811;1;12;1;11;1;1;1;22;27;10;10;0;0;0;1;1;0;26;0;0;6;7;6;12.428571428571429;0;0;6;6;6;12.833333333333334;0;7.6;2.6;0.32;Graduate
1812;1;1;6;12;1;1;1;1;14;4;4;1;0;0;1;0;1;19;0;0;7;7;7;12.765714285714289;0;0;8;9;8;13.544444444444444;0;12.4;0.5;1.79;Graduate
1813;2;16;1;12;1;1;1;22;27;6;6;0;0;0;1;1;0;44;0;0;7;11;5;12.1;0;0;7;10;5;12.6;0;11.1;0.6;2.02;Dropout
1814;1;1;2;9;1;1;1;22;28;10;10;1;0;0;1;1;0;19;0;0;5;10;5;12.0;0;0;5;9;5;11.5;0;13.9;-0.3;0.79;Graduate
1815;1;9;1;5;1;1;1;1;27;5;8;1;0;0;1;1;0;20;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;9.4;-0.8;-3.12;Dropout
1816;1;12;1;4;1;12;1;13;27;2;2;0;0;1;1;1;0;24;0;0;6;10;6;14.88888888888889;0;0;6;11;6;13.727272727272728;0;16.2;0.3;-0.92;Enrolled
1817;4;14;1;17;0;1;1;22;27;7;7;0;0;0;1;0;0;31;0;7;14;19;13;11.357142857142858;0;9;14;14;13;12.0;1;9.4;-0.8;-3.12;Graduate
1818;1;14;1;5;1;1;1;22;27;10;10;1;0;0;1;0;0;25;0;0;6;6;6;13.5;0;0;6;6;6;12.5;0;9.4;-0.8;-3.12;Graduate
1819;1;8;4;15;1;1;1;2;27;10;10;1;0;1;0;0;0;19;0;0;6;6;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout
1820;1;8;3;12;1;1;1;3;2;4;4;1;0;0;1;0;0;18;0;0;7;7;7;13.884285714285712;0;0;8;9;8;14.75;0;11.1;0.6;2.02;Dropout
1821;1;14;1;6;1;1;1;13;28;5;10;1;0;0;0;0;0;19;0;0;6;12;5;13.0;0;0;6;12;3;11.666666666666666;0;13.9;-0.3;0.79;Enrolled
1822;1;1;3;12;1;1;1;3;1;5;4;1;0;0;1;0;1;19;0;0;7;11;4;12.65;0;0;7;9;5;11.1;0;12.4;0.5;1.79;Enrolled
1823;1;8;1;9;1;1;1;1;28;5;6;1;0;0;1;0;0;19;0;0;5;10;1;11.0;0;0;5;13;0;0.0;0;12.7;3.7;-1.7;Enrolled
1824;1;12;1;14;1;1;1;1;1;5;5;0;0;0;1;0;0;24;0;0;6;12;2;11.666666666666666;0;0;6;20;2;10.5;6;16.2;0.3;-0.92;Dropout
1825;1;1;1;10;1;1;1;3;3;4;4;0;0;0;1;0;0;20;0;0;6;6;6;14.5;0;0;6;6;6;12.666666666666666;0;12.4;0.5;1.79;Graduate
1826;1;8;1;11;1;1;1;13;27;6;4;0;0;0;1;0;0;18;0;0;6;7;6;14.714285714285714;0;0;6;7;6;14.166666666666666;0;12.7;3.7;-1.7;Graduate
1827;1;1;1;10;1;1;1;23;1;6;8;0;0;0;1;0;1;18;0;0;6;7;6;13.285714285714286;0;0;6;6;6;14.333333333333334;0;12.4;0.5;1.79;Graduate
1828;1;8;1;6;1;1;1;1;28;5;10;1;0;0;1;0;0;21;0;0;5;13;3;11.333333333333334;2;0;5;12;2;10.5;1;9.4;-0.8;-3.12;Enrolled
1829;1;4;1;12;1;3;1;22;27;5;6;0;0;1;0;0;0;28;0;0;7;7;0;0.0;7;0;7;7;0;0.0;7;13.9;-0.3;0.79;Dropout
1830;1;1;1;9;1;1;1;23;27;6;7;0;0;0;1;0;1;18;0;0;5;11;4;11.571428571428571;0;0;5;9;5;12.0;0;13.9;-0.3;0.79;Enrolled
1831;1;1;1;16;1;1;1;22;14;10;9;0;0;1;1;0;0;18;0;0;6;10;5;13.0;0;0;6;10;4;11.5;0;12.7;3.7;-1.7;Dropout
1832;1;1;1;10;1;1;1;1;1;5;5;0;0;0;1;0;1;18;0;0;6;9;6;11.5;0;0;6;11;5;14.0;0;11.1;0.6;2.02;Graduate
1833;1;8;2;9;1;1;1;22;14;10;9;1;0;0;1;0;1;18;0;0;5;8;5;11.8;0;0;5;10;5;11.6;3;16.2;0.3;-0.92;Graduate
1834;1;1;1;9;1;1;1;13;14;10;10;1;0;0;0;0;1;19;0;0;5;7;3;10.666666666666666;0;0;5;10;3;12.285714285714286;0;10.8;1.4;1.74;Dropout
1835;1;8;1;12;1;1;1;13;28;4;10;0;0;0;1;0;1;19;0;0;7;11;6;13.8875;0;0;8;9;8;14.864444444444445;0;15.5;2.8;-4.06;Graduate
1836;1;1;1;10;1;1;1;23;28;29;43;0;0;1;1;0;1;20;0;0;6;7;5;11.4;0;0;6;9;6;11.5;0;8.9;1.4;3.51;Graduate
1837;2;14;1;3;0;1;1;22;14;10;4;0;0;0;1;0;0;34;0;9;11;17;9;12.333333333333334;0;3;7;12;7;12.142857142857142;0;9.4;-0.8;-3.12;Graduate
